utterance,visId,gt,dataset,gtId,id
Draw a 1d stacked bar chart showing the sum of theft for each area.,exp-410,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'theft'}, 'color': {'field': 'area_name'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-410,exp-410
"Draw a histogram of recommendations, bar width of 25!",exp-411,"{'width': {'step': 25}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'recommendations'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'behavior_incident.json'}}",behavior_incident,exp-411,exp-411
Show the maximum of sells over time in a line chart? ,exp-412,"{'mark': {'type': 'line'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date'}, 'y': {'aggregate': 'max', 'field': 'sell'}}, 'data': {'url': 'currency.json'}}",currency,exp-412,exp-412
Generate a visual representation of the micro business with a bin space of 3. ,exp-413,"{'mark': {'type': 'bar', 'binSpacing': 3}, 'encoding': {'x': {'bin': True, 'field': 'micro business'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-413,exp-413
Could you make a point chart to display buying? ,exp-414,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'buying', 'type': 'quantitative'}}, 'data': {'url': 'currency.json'}}",currency,exp-414,exp-414
Draw a point graph with x axis indicating murder.,exp-415,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'murder', 'type': 'quantitative'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-415,exp-415
Can you draw a bar chart to display the mean of staff ids for different months of date_to? ,exp-416,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'timeUnit': 'month', 'field': 'date_to'}, 'y': {'aggregate': 'mean', 'field': 'staff_id'}}, 'data': {'url': 'project_staff.json'}}",project_staff,exp-416,exp-416
"Draw a bar chart showing the sum of grouped values for different homeplanets, sorted from the lowest to highest.",exp-417,"{'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'homeplanet', 'type': 'nominal', 'sort': {'op': 'sum', 'field': 'grouped'}}, 'x': {'aggregate': 'sum', 'field': 'grouped'}}, 'data': {'url': 'Cleaned and imputed data 2.json'}}",cleaned and imputed data 2,exp-417,exp-417
Construct a histogram of obs values and add a vertical red line to represent the mean volumn? ,exp-418,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'obs_value', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'obs_value'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-418,exp-418
Draw a visualization for the obs values for different obs flags with error bars and a black point for the mean obs values.,exp-419,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'obs_value', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'obs_flag', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'obs_value', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'obs_flag', 'type': 'ordinal'}}}], 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-419,exp-419
"Plot a box plot to show the median, min, and max of memories for different carriers.",exp-420,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'carrier', 'type': 'nominal'}, 'x': {'field': 'memory_in_g', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'phone.json'}}",phone,exp-420,exp-420
Draw a bar chart to illustrate the mean euro (am) prices for each month in the date? ,exp-421,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'timeUnit': 'month', 'field': 'date'}, 'y': {'aggregate': 'mean', 'field': 'euro (am)'}}, 'data': {'url': 'LBMA-GOLD.json'}}",lbma-gold,exp-421,exp-421
"Could you please create a box plot to illustrate the median, minimum, and maximum age of each team?",exp-422,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'team', 'type': 'nominal'}, 'x': {'field': 'age', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'technician.json'}}",technician,exp-422,exp-422
"Draw a punchcard chart that displays date of completion by hour on the x-axis and date on the y-axis, with the size of circles representing the sum of registration ids?",exp-423,"{'mark': {'type': 'point'}, 'encoding': {'y': {'field': 'date_of_completion', 'type': 'ordinal', 'timeUnit': 'day', 'sort': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun']}, 'x': {'field': 'date_of_completion', 'type': 'ordinal', 'timeUnit': 'hours'}, 'size': {'field': 'registration_id', 'type': 'quantitative', 'aggregate': 'sum'}}, 'data': {'url': 'student_course_enrolment.json'}}",student_course_enrolment,exp-423,exp-423
Draw a bar chart to represent the sum of children.,exp-424,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'children'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-424,exp-424
Design a donut chart displaying the distribution of colors.,exp-425,"{'mark': {'type': 'arc', 'innerRadius': 50}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'color', 'type': 'nominal'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-425,exp-425
Create a vertical histogram that displays the rate of first_place_vote with a reverse scale on the x-axis.,exp-426,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'first_place_vote', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-426,exp-426
Visualize the cumulative frequency of matches using an area chart.,exp-427,"{'transform': [{'sort': [{'field': 'match'}], 'window': [{'op': 'count', 'field': 'count', 'as': 'Cumulative Count'}], 'frame': [None, 0]}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'match', 'type': 'quantitative'}, 'y': {'field': 'Cumulative Count', 'type': 'quantitative'}}, 'data': {'url': 'world_cup_2007.json'}}",world_cup_2007,exp-427,exp-427
Generate a histogram showing the point3 metric with a bin space of 2?,exp-428,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'point3_perc'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-428,exp-428
Draw a histogram with no spaces between the bars to represent the video counts?,exp-429,"{'mark': {'type': 'bar', 'binSpacing': 0}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'video_count'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-429,exp-429
"Draw a scatterplot to display the association between predict and actual values, and use color to identify month.",exp-430,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'actual', 'type': 'quantitative'}, 'y': {'field': 'predict', 'type': 'quantitative'}, 'color': {'field': 'month', 'type': 'quantitative'}}, 'data': {'url': 'CPI.json'}}",cpi,exp-430,exp-430
Draw a visualization of seasons with vertical error bars and a point highlighting the mean value. ,exp-431,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'season', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'season', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'game.json'}}",game,exp-431,exp-431
An area chart demonstrates the sums of side jobs against time.,exp-432,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'first_day_of_week', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'side job'}}, 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-432,exp-432
"Visualize pratice exam on the x-axis, avg grade q4 on the y-axis, and binned avg grade q3 on the size of the bubbles in a bubbleplot.",exp-433,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'practice_exam', 'type': 'quantitative'}, 'y': {'field': 'avg_grade_q4', 'type': 'quantitative'}, 'size': {'field': 'avg_grade_q3', 'type': 'quantitative'}}, 'data': {'url': 'Students_gamification_grades.json'}}",students_gamification_grades,exp-433,exp-433
"Produce a box plot of median, min, and max video counts for each genre, along with all raw data points shown as dots? ",exp-434,"{'width': 500, 'layer': [{'mark': {'type': 'boxplot', 'outliers': False}, 'encoding': {'y': {'field': 'genre', 'type': 'nominal'}, 'x': {'field': 'video_views', 'type': 'quantitative'}}}, {'mark': 'circle', 'encoding': {'y': {'field': 'genre', 'type': 'nominal'}, 'x': {'field': 'video_views', 'type': 'quantitative'}, 'color': {'value': 'black'}, 'opacity': {'value': 0.2}}}], 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-434,exp-434
Visualize police precincts through occur date?,exp-435,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'occur_date', 'type': 'temporal'}, 'y': {'field': 'police precincts', 'type': 'quantitative'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-435,exp-435
"Could you please create a scatterplot that has dacoity on the x-axis, robbery on the y-axis, and area_name as shapes and colors?",exp-436,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'dacoity', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'robbery ', 'type': 'quantitative', 'scale': {'zero': False}}, 'color': {'field': 'area_name', 'type': 'nominal'}, 'shape': {'field': 'area_name', 'type': 'nominal'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-436,exp-436
"Generate a stacked area chart that displays the sum of pts_won versus year, for each teams, with center stack.",exp-437,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'season', 'axis': {'domain': False, 'format': '%Y', 'tickSize': 0}}, 'y': {'aggregate': 'sum', 'field': 'pts_won', 'stack': 'center'}, 'color': {'field': 'team'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-437,exp-437
"Create a visualization showing the error bar of temperature over time, with a monthly interval? ",exp-438,"{'layer': [{'mark': {'type': 'errorband', 'extent': 'ci', 'borders': True}, 'encoding': {'y': {'field': 'temp', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'timeUnit': 'month', 'field': 'datetime'}}}], 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-438,exp-438
Draw a bar chart showing the mean of total_sulfur_dioxide grouped by colors.,exp-439,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'color'}, 'y': {'aggregate': 'mean', 'field': 'total_sulfur_dioxide'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-439,exp-439
"Draw a scatterplot with x-axis displaying failed short pass, y-axis displaying won tackle, and color-coding foot types.",exp-440,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'failed_short_pass', 'type': 'quantitative'}, 'y': {'field': 'won_tackle', 'type': 'quantitative'}, 'color': {'field': 'foot', 'type': 'nominal'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-440,exp-440
Draw a mosaic chart showing the count distribution broken by teams and prices. ,exp-441,"{'transform': [{'aggregate': [{'op': 'count', 'as': 'count_*'}], 'groupby': ['team', 'price (us$)']}, {'stack': 'count_*', 'as': ['stack_count_Origin1', 'stack_count_Origin2'], 'offset': 'normalize', 'sort': [{'field': 'team', 'order': 'ascending'}]}, {'joinaggregate': [{'op': 'min', 'field': 'stack_count_Origin1', 'as': 'x'}, {'op': 'max', 'field': 'stack_count_Origin2', 'as': 'x2'}], 'groupby': ['team']}, {'stack': 'count_*', 'groupby': ['team'], 'as': ['y', 'y2'], 'offset': 'normalize', 'sort': [{'field': 'price (us$)', 'order': 'ascending'}]}], 'mark': {'type': 'rect'}, 'encoding': {'x': {'field': 'x', 'type': 'quantitative', 'axis': None}, 'x2': {'field': 'x2'}, 'y': {'field': 'y', 'type': 'quantitative', 'axis': None}, 'y2': {'field': 'y2'}, 'color': {'field': 'team', 'type': 'nominal'}, 'opacity': {'field': 'price (us$)', 'type': 'quantitative', 'legend': None}, 'tooltip': [{'field': 'team', 'type': 'nominal'}, {'field': 'price (us$)', 'type': 'quantitative'}]}, 'data': {'url': 'auction_2023.json'}}",auction_2023,exp-441,exp-441
Produce a chart to illustrate the connection between buying and currency using tick marks.,exp-442,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'buying', 'type': 'quantitative'}, 'y': {'field': 'currency', 'type': 'nominal'}}, 'data': {'url': 'currency.json'}}",currency,exp-442,exp-442
Draw a heatmap showing the counts broken by free_throw_perc and point3_perc.,exp-443,"{'mark': {'type': 'rect'}, 'width': 300, 'height': 200, 'encoding': {'x': {'bin': True, 'field': 'free_throw_perc', 'type': 'quantitative'}, 'y': {'bin': {'maxbins': 40}, 'field': 'point3_perc', 'type': 'quantitative'}, 'color': {'aggregate': 'count', 'type': 'quantitative'}}, 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-443,exp-443
A scatterplot for high and volume with tooltips upon hovering.,exp-444,"{'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'volume', 'type': 'quantitative'}, 'y': {'field': 'high', 'type': 'quantitative'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-444,exp-444
"A horizontal box plot showing median, min, and max in the heights of different children. Plot all raw data as dot on the top.",exp-445,"{'width': 500, 'layer': [{'mark': {'type': 'boxplot', 'outliers': False}, 'encoding': {'y': {'field': 'children', 'type': 'nominal'}, 'x': {'field': 'height', 'type': 'quantitative'}}}, {'mark': 'circle', 'encoding': {'y': {'field': 'children', 'type': 'nominal'}, 'x': {'field': 'height', 'type': 'quantitative'}, 'color': {'value': 'black'}, 'opacity': {'value': 0.2}}}], 'data': {'url': 'presidents.json'}}",presidents,exp-445,exp-445
A histogram of heights.,exp-446,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'height'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-446,exp-446
Draw a vertical error bar of children with a black dot to indicate the mean value of children.,exp-447,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'children', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'children', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'presidents.json'}}",presidents,exp-447,exp-447
"Could you please create a box plot to illustrate the median, minimum, and maximum sells of each currency?",exp-448,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'currency', 'type': 'nominal'}, 'x': {'field': 'sell', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'currency.json'}}",currency,exp-448,exp-448
Visualize the distribution of high and volume with a heatmap and marginal histograms.,exp-449,"{'spacing': 15, 'bounds': 'flush', 'vconcat': [{'mark': 'bar', 'height': 60, 'encoding': {'x': {'bin': True, 'field': 'high', 'axis': None}, 'y': {'aggregate': 'count'}}}, {'spacing': 15, 'bounds': 'flush', 'hconcat': [{'mark': 'rect', 'encoding': {'x': {'bin': True, 'field': 'high'}, 'y': {'bin': True, 'field': 'volume'}, 'color': {'aggregate': 'count'}}}, {'mark': 'bar', 'width': 60, 'encoding': {'y': {'bin': True, 'field': 'volume', 'axis': None}, 'x': {'aggregate': 'count'}}}]}], 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-449,exp-449
"Could you create a scatterplot to show the correlation between adj_d and luck, with a trend line to illustrate the relationship?",exp-450,"{'layer': [{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'luck', 'type': 'quantitative'}, 'y': {'field': 'adj_d', 'type': 'quantitative'}}}, {'mark': {'type': 'line'}, 'transform': [{'regression': 'adj_d', 'on': 'luck'}], 'encoding': {'x': {'field': 'luck', 'type': 'quantitative'}, 'y': {'field': 'adj_d', 'type': 'quantitative'}}}, {'transform': [{'regression': 'adj_d', 'on': 'luck', 'params': True}, {'calculate': ""'R²: '+format(datum.rSquared, '.2f')"", 'as': 'R2'}], 'mark': {'type': 'text', 'color': 'firebrick', 'x': 'width', 'align': 'right', 'y': -5}, 'encoding': {'text': {'type': 'nominal', 'field': 'R2'}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-450,exp-450
Create a pie chart to visualize the count of different extra types. ,exp-451,"{'mark': {'type': 'arc'}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'extra_sauce', 'type': 'nominal'}}, 'data': {'url': 'pizza_v2.json'}}",pizza_v2,exp-451,exp-451
Draw a vertical error bar of volumes and add a point as another layer showing the mean value.,exp-452,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'volume', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'volume', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-452,exp-452
Plot box plots to show the distributions of buying for each currency.,exp-453,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'currency', 'type': 'nominal'}, 'x': {'field': 'buying', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'currency.json'}}",currency,exp-453,exp-453
Create a bar chart displaying the total actual values for different days.,exp-454,"{'height': {'step': 17}, 'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'day', 'type': 'nominal'}, 'x': {'aggregate': 'sum', 'field': 'actual'}}, 'data': {'url': 'CPI.json'}}",cpi,exp-454,exp-454
Create a strip plot with grids with silver on x and bronze on y.,exp-455,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'silver', 'type': 'quantitative'}, 'y': {'field': 'bronze', 'type': 'nominal', 'axis': {'grid': True, 'tickBand': 'extent'}}}, 'data': {'url': 'Valorant_pc_game_players.json'}}",valorant_pc_game_players,exp-455,exp-455
Create an error bar visualization that shows the mean and confidence interval of year for each category with black points showing the mean value. ,exp-456,"{'layer': [{'mark': {'type': 'errorbar', 'extent': 'ci'}, 'encoding': {'x': {'field': 'year', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'category', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'year', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'category', 'type': 'ordinal'}}}], 'data': {'url': 'musical.json'}}",musical,exp-456,exp-456
"Create a horizontal box plot of median, min, and max temperatures for each day of the week. Include all raw data points as dots on top of the graph.",exp-457,"{'width': 500, 'layer': [{'mark': {'type': 'boxplot', 'outliers': False}, 'encoding': {'y': {'field': 'day_of_week', 'type': 'ordinal'}, 'x': {'field': 'high_temperature', 'type': 'quantitative'}}}, {'mark': 'circle', 'encoding': {'y': {'field': 'day_of_week', 'type': 'ordinal'}, 'x': {'field': 'high_temperature', 'type': 'quantitative'}, 'color': {'value': 'black'}, 'opacity': {'value': 0.2}}}], 'data': {'url': 'weekly_weather.json'}}",weekly_weather,exp-457,exp-457
Draw a visualization of fino with error bars and a point highlighting the mean value. ,exp-458,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'flno', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'flno', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'flight.json'}}",flight,exp-458,exp-458
"Please make a bar chart with the sum of volatile_acidity on the x-axis and the colors on the y-axis, sorted from least to greatest.",exp-459,"{'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'color', 'type': 'nominal', 'sort': {'op': 'sum', 'field': 'volatile_acidity'}}, 'x': {'aggregate': 'sum', 'field': 'volatile_acidity'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-459,exp-459
"Create a histogram of woman_child_repression, without spacing between bars.",exp-460,"{'mark': {'type': 'bar', 'binSpacing': 0}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'woman_child_repression'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-460,exp-460
"Create a vertical box plot showing the median, minimum, and maximum of hours per week for various scholarships?",exp-461,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'onscholarship', 'type': 'nominal'}, 'color': {'field': 'onscholarship', 'type': 'nominal', 'legend': None}, 'y': {'field': 'hoursperweek', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'sportsinfo.json'}}",sportsinfo,exp-461,exp-461
"Construct a graph depicting the metric aggregated over two dimensions, hours of the day and days of the week, with the size of circles indicating the sum of student ids.",exp-462,"{'mark': {'type': 'point'}, 'encoding': {'y': {'field': 'date_of_registration', 'type': 'ordinal', 'timeUnit': 'day', 'sort': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun']}, 'x': {'field': 'date_of_registration', 'type': 'ordinal', 'timeUnit': 'hours'}, 'size': {'field': 'student_id', 'type': 'quantitative', 'aggregate': 'sum'}}, 'data': {'url': 'students.json'}}",students,exp-462,exp-462
"Create a box plot to illustrate obs values, with a red line indicating the median? ",exp-463,"{'mark': {'type': 'boxplot', 'extent': 1.5, 'median': {'color': 'red'}, 'ticks': True}, 'encoding': {'x': {'field': 'obs_value', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-463,exp-463
Show me a line chart of the max buying per date? ,exp-464,"{'mark': {'type': 'line'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date'}, 'y': {'aggregate': 'max', 'field': 'buying'}}, 'data': {'url': 'currency.json'}}",currency,exp-464,exp-464
"Generate a scatterplot with riot cases and theft cases, with point opacity showing binned burglaries.",exp-465,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'theft', 'type': 'quantitative'}, 'y': {'field': 'riot ', 'type': 'quantitative'}, 'opacity': {'bin': True, 'field': 'burglary'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-465,exp-465
Create a visualization that shows the relationship between share and teams using tick marks.,exp-466,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'share', 'type': 'quantitative'}, 'y': {'field': 'team', 'type': 'nominal'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-466,exp-466
Cumulative frequency distribution of sells in an area chart.,exp-467,"{'transform': [{'sort': [{'field': 'sell'}], 'window': [{'op': 'count', 'field': 'count', 'as': 'Cumulative Count'}], 'frame': [None, 0]}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'sell', 'type': 'quantitative'}, 'y': {'field': 'Cumulative Count', 'type': 'quantitative'}}, 'data': {'url': 'currency.json'}}",currency,exp-467,exp-467
Generate a graph with a vertical orientation that shows the count of sos_adj_o with the values in reverse order on the x-axis.,exp-468,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'sos_adj_o', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-468,exp-468
"Please make a stacked area chart to visualize the sum of buying versus year, with colors encoding currency.",exp-469,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'buying'}, 'color': {'field': 'currency', 'scale': {'scheme': 'category20b'}}}, 'data': {'url': 'currency.json'}}",currency,exp-469,exp-469
"Draw a bar chart to show the count of different born states, with a minimap for brushing. ",exp-470,"{'hconcat': [{'mark': 'bar', 'transform': [{'filter': {'selection': 'brush'}}], 'encoding': {'y': {'field': 'born_state', 'type': 'nominal', 'axis': {'minExtent': 200}, 'sort': '-x'}, 'x': {'aggregate': 'count', 'scale': {'domain': [0, 6]}, 'axis': {'orient': 'top'}}}}, {'height': 200, 'width': 50, 'selection': {'brush': {'type': 'interval', 'encodings': ['y']}}, 'mark': 'bar', 'encoding': {'y': {'field': 'born_state', 'type': 'nominal', 'sort': '-x', 'axis': None}, 'x': {'aggregate': 'count', 'axis': None}}}], 'data': {'url': 'head.json'}}",head,exp-470,exp-470
Draw a bar chart that displays adj_em on the x-axis and its counts on the y-axis.,exp-471,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'adj_em'}, 'y': {'aggregate': 'count', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-471,exp-471
"Could you draw a bar chart showing the average returns for each month, with a red line indicating the average values?",exp-472,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'timeUnit': 'month', 'field': 'date', 'type': 'ordinal'}, 'y': {'aggregate': 'mean', 'field': 'returns', 'type': 'quantitative'}}}, {'mark': 'rule', 'encoding': {'y': {'aggregate': 'mean', 'field': 'returns', 'type': 'quantitative'}, 'color': {'value': 'firebrick'}, 'size': {'value': 3}}}], 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-472,exp-472
Visualize the confidence intervals of vr deck values for different sides with error bars?,exp-473,"{'mark': {'type': 'errorbar', 'extent': 'ci', 'ticks': True}, 'encoding': {'y': {'field': 'vrdeck', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'field': 'side', 'type': 'nominal'}}, 'data': {'url': 'Cleaned and imputed data 2.json'}}",cleaned and imputed data 2,exp-473,exp-473
"A scatterplot showing blocks_per_game on x, share on y, and team on colors.",exp-474,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'blocks_per_game', 'type': 'quantitative'}, 'y': {'field': 'share', 'type': 'quantitative'}, 'color': {'field': 'team', 'type': 'nominal'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-474,exp-474
"Create a circle visualization of the recovery cases arms versus burglary numbers, with the opacity encoding burglary numbers.",exp-475,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'recovery_cases_narcotics', 'type': 'quantitative'}, 'y': {'field': 'burglary', 'type': 'quantitative'}, 'opacity': {'field': 'burglary', 'type': 'quantitative'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-475,exp-475
Could you please draw a vertical error bar of obs_value with a black dot showing the mean value of obs_value? ,exp-476,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'obs_value', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'obs_value', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-476,exp-476
