id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_1174,"Find the number of the ""date became customers"" of the customers whose ID is between 10 and 20, and order by the Y in ascending.",customers_and_addresses_customers,"{'data': {'url': 'customers.csv'}, 'encoding': {'x': {'field': 'date_became_customer', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_became_customer'}}, 'transform': [{'filter': {'field': 'customer_id', 'range': [10.0, 20.0]}}], 'mark': 'bar'}",VIS_1174,customers_and_addresses_customers,VIS_1174
VIS_4962,"For all employees who have the letters D or S in their first name, return a bar chart about the distribution of job_id and the sum of employee_id , and group by attribute job_id, and I want to list by the y-axis from high to low please.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_4962,hr_1_employees,VIS_4962
VIS_4480,"For those employees who was hired before 2002-06-21, draw a bar chart about the distribution of job_id and the sum of manager_id , and group by attribute job_id, list total number of manager id in ascending order please.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_4480,hr_1_employees,VIS_4480
VIS_1613,"Bar graph to show the number of document type description from different document type description, and show in ascending by the x-axis.",cre_docs_and_epenses_ref_document_types,"{'data': {'url': 'ref_document_types.csv'}, 'encoding': {'x': {'field': 'document_type_description', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'document_type_description'}}, 'transform': [], 'mark': 'bar'}",VIS_1613,cre_docs_and_epenses_ref_document_types,VIS_1613
VIS_2506,"Give me a bar chart for how many actual delivery date of each actual delivery date, and rank total number in descending order.",cre_drama_workshop_groups_bookings,"{'data': {'url': 'bookings.csv'}, 'encoding': {'x': {'field': 'actual_delivery_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'actual_delivery_date'}}, 'transform': [], 'mark': 'bar'}",VIS_2506,cre_drama_workshop_groups_bookings,VIS_2506
VIS_3856,"Show the total number of the last year of parties with the theme ""Spring"" or ""Teqnology"" with a bar chart, bin the last year into weekday interval, and count the first year.",party_host_party,"{'data': {'url': 'party.csv'}, 'encoding': {'x': {'field': 'last_year', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'last_year'}}, 'transform': [{'filter': {'or': ['datum.party_theme == ""Spring""', 'datum.party_theme == ""Teqnology""']}}], 'mark': 'bar'}",VIS_3856,party_host_party,VIS_3856
VIS_5187,Find the number of rooms with more than 50 capacity for each building. Show bar chart.,college_2_classroom,"{'data': {'url': 'classroom.csv'}, 'encoding': {'x': {'field': 'building', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.capacity > 50.0'}], 'mark': 'bar'}",VIS_5187,college_2_classroom,VIS_5187
VIS_1940,"Give me a bar chart that bins the payment date into the Year interval and then compute the total amount of each payment categorized by the payment method code, and then sort the bars in ascending order of date.",insurance_policies_payments,"{'data': {'url': 'payments.csv'}, 'encoding': {'x': {'field': 'date_payment_made', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'ascending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'amount_payment'}, 'color': {'field': 'payment_method_code', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_1940,insurance_policies_payments,VIS_1940
VIS_5916,Show all template ids and number of documents using each template with a scatter chart.,cre_doc_template_mgt_documents,"{'data': {'url': 'documents.csv'}, 'encoding': {'x': {'field': 'template_id', 'type': 'quantitative'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'point'}",VIS_5916,cre_doc_template_mgt_documents,VIS_5916
VIS_4446,"Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4, list in desc by the x axis please.",museum_visit_visitor,"{'data': {'url': 'visitor.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'field': 'level_of_membership', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.level_of_membership > 4.0'}], 'mark': 'bar'}",VIS_4446,museum_visit_visitor,VIS_4446
VIS_3835,"Visualize the relationship between  Team_ID and  All_Games_Percent , and group by attribute ACC_Home.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'team_id', 'type': 'quantitative'}, 'y': {'field': 'all_games_percent', 'type': 'quantitative'}, 'color': {'field': 'acc_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'point'}",VIS_3835,university_basketball_basketball_match,VIS_3835
VIS_3766,"For each grade, report the correlation between grade and the total number of students in the grade.",student_1_list,"{'data': {'url': 'list.csv'}, 'encoding': {'x': {'field': 'grade', 'type': 'quantitative'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'point'}",VIS_3766,student_1_list,VIS_3766
VIS_6023,"Display a bar chart for what is the code of each location and the number of documents in that location?, and could you show X from high to low order?",cre_doc_tracking_db_document_locations,"{'data': {'url': 'document_locations.csv'}, 'encoding': {'x': {'field': 'location_code', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6023,cre_doc_tracking_db_document_locations,VIS_6023
VIS_4135,"Return a line chart about the change of the sum of Employee_ID over Start_from , and group by attribute Is_full_time and bin start_from by time, and could you display by the X in desc?",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'descending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'employee_id'}, 'color': {'field': 'is_full_time', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_4135,employee_hire_evaluation_hiring,VIS_4135
VIS_7220,Show sum of budget in different year and group by department creation time with a line chart.,department_management_department,"{'data': {'url': 'department.csv'}, 'encoding': {'x': {'field': 'creation', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'budget_in_billions'}}, 'transform': [], 'mark': 'line'}",VIS_7220,department_management_department,VIS_7220
VIS_346,"For those employees who was hired before 2002-06-21, give me the comparison about the average of manager_id over the hire_date bin hire_date by weekday, order by the y-axis in descending.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_346,hr_1_employees,VIS_346
VIS_5886,"What is the relationship between  Team_ID and  ACC_Percent , and group by attribute ACC_Home?",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'team_id', 'type': 'quantitative'}, 'y': {'field': 'acc_percent', 'type': 'quantitative'}, 'color': {'field': 'acc_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'point'}",VIS_5886,university_basketball_basketball_match,VIS_5886
VIS_489,"What are the names and ages of editors? Show me a bar chart, and sort in descending by the y-axis.",journal_committee_editor,"{'data': {'url': 'editor.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'age', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_489,journal_committee_editor,VIS_489
VIS_4839,"Give me a bar chart for the total number of each position, show the total number in asc order.",match_season_match_season,"{'data': {'url': 'match_season.csv'}, 'encoding': {'x': {'field': 'position', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4839,match_season_match_season,VIS_4839
VIS_1255,"A line chart for what are the number of the distinct visit dates?, rank by the X in ascending please.",cre_theme_park_visits,"{'data': {'url': 'visits.csv'}, 'encoding': {'x': {'field': 'visit_date', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'visit_date'}}, 'transform': [], 'mark': 'line'}",VIS_1255,cre_theme_park_visits,VIS_1255
VIS_5079,Find the total student enrollment for different affiliation type schools. Plot them as bar chart.,university_basketball_university,"{'data': {'url': 'university.csv'}, 'encoding': {'x': {'field': 'affiliation', 'type': 'nominal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'enrollment'}}, 'transform': [], 'mark': 'bar'}",VIS_5079,university_basketball_university,VIS_5079
VIS_199,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, find job_id and the amount of job_id , and group by attribute job_id, and visualize them by a bar chart, and I want to sort y axis in ascending order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'job_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_199,hr_1_employees,VIS_199
VIS_3191,"Return a histogram on what are the nationalities and the total ages of journalists?, and I want to show by the total number of age in desc.",news_report_journalist,"{'data': {'url': 'journalist.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'age'}}, 'transform': [], 'mark': 'bar'}",VIS_3191,news_report_journalist,VIS_3191
VIS_131,"Show the different countries and the number of members from each with a bar chart, rank by the bar in ascending.",decoration_competition_member,"{'data': {'url': 'member.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_131,decoration_competition_member,VIS_131
VIS_2359,"Give me a bar chart for the total number of each product type code, order by the Y in asc.",solvency_ii_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_type_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2359,solvency_ii_products,VIS_2359
VIS_2433,Find the oldest age for students with different sex in a bar chart.,dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'sex', 'type': 'nominal'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'age'}}, 'transform': [], 'mark': 'bar'}",VIS_2433,dorm_1_student,VIS_2433
VIS_3963,"How many dorms are there for each gender? Show me a bar chart, order from low to high by the X-axis.",dorm_1_dorm,"{'data': {'url': 'dorm.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3963,dorm_1_dorm,VIS_3963
VIS_4063,"Show the minimum of the rooms in different decor using a bar chart, and display by the X-axis from low to high please.",inn_1_rooms,"{'data': {'url': 'rooms.csv'}, 'encoding': {'x': {'field': 'decor', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'min', 'type': 'quantitative', 'field': 'baseprice'}}, 'transform': [], 'mark': 'bar'}",VIS_4063,inn_1_rooms,VIS_4063
VIS_380,"For each continent where the average life expectancy is shorter than 72, draw a bar chart to show their average life expectancy, sort X-axis in ascending order.",world_1_country,"{'data': {'url': 'country.csv'}, 'encoding': {'x': {'field': 'continent', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'lifeexpectancy'}}, 'transform': [], 'mark': 'bar'}",VIS_380,world_1_country,VIS_380
VIS_5965,"Give me a bar graph showing the total number of different product names, list x axis from high to low order please.",solvency_ii_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'product_name'}}, 'transform': [], 'mark': 'bar'}",VIS_5965,solvency_ii_products,VIS_5965
VIS_885,"For those employees who was hired before 2002-06-21, show me about the change of employee_id over hire_date in a line chart, order X-axis in descending order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'field': 'employee_id', 'type': 'quantitative'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'line'}",VIS_885,hr_1_employees,VIS_885
VIS_6523,"Give me line charts of worldwide gross the number of date in location from over year date in location from by major genres Location_Code, and order in descending by the Date_in_Location_From please.",cre_doc_tracking_db_document_locations,"{'data': {'url': 'document_locations.csv'}, 'encoding': {'x': {'field': 'date_in_location_from', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_in_location_from'}, 'color': {'field': 'location_code', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_6523,cre_doc_tracking_db_document_locations,VIS_6523
VIS_6869,"A bar chart for what are the number of the names of all products?, and sort by the Y-axis in asc.",manufactory_1_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'name'}}, 'transform': [], 'mark': 'bar'}",VIS_6869,manufactory_1_products,VIS_6869
VIS_6792,"Create a bar chart showing how many location across location, and I want to display X from high to low order.",device_shop,"{'data': {'url': 'shop.csv'}, 'encoding': {'x': {'field': 'location', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'location'}}, 'transform': [], 'mark': 'bar'}",VIS_6792,device_shop,VIS_6792
VIS_6282,A bar chart showing the sum of capacity of cinemas open for each year.,cinema_cinema,"{'data': {'url': 'cinema.csv'}, 'encoding': {'x': {'field': 'openning_year', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'capacity'}}, 'transform': [], 'mark': 'bar'}",VIS_6282,cinema_cinema,VIS_6282
VIS_3846,Show the number of gas stations for each manager in a bar chart.,gas_company_gas_station,"{'data': {'url': 'gas_station.csv'}, 'encoding': {'x': {'field': 'manager_name', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'manager_name'}}, 'transform': [], 'mark': 'bar'}",VIS_3846,gas_company_gas_station,VIS_3846
VIS_4128,"What is the average capacity for rooms in each building? Draw a bar chart, rank by the X-axis in descending.",college_2_classroom,"{'data': {'url': 'classroom.csv'}, 'encoding': {'x': {'field': 'building', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'capacity'}}, 'transform': [], 'mark': 'bar'}",VIS_4128,college_2_classroom,VIS_4128
VIS_3880,Show the number of accounts in a pie chart that groups by other account details.,customers_and_invoices_accounts,"{'data': {'url': 'accounts.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'other_account_details', 'type': 'quantitative'}, 'color': {'field': 'other_account_details', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_3880,customers_and_invoices_accounts,VIS_3880
VIS_2212,"Return a scatter chart about the correlation between  School_ID and  All_Games_Percent , and group by attribute All_Games.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'school_id', 'type': 'quantitative'}, 'y': {'field': 'all_games_percent', 'type': 'quantitative'}, 'color': {'field': 'all_games', 'type': 'nominal'}}, 'transform': [], 'mark': 'point'}",VIS_2212,university_basketball_basketball_match,VIS_2212
VIS_888,"Show me the total number by outcome code in a histogram, order in ascending by the Y.",customers_campaigns_ecommerce_mailshot_customers,"{'data': {'url': 'mailshot_customers.csv'}, 'encoding': {'x': {'field': 'outcome_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_888,customers_campaigns_ecommerce_mailshot_customers,VIS_888
VIS_6244,"Return a histogram on how old is the average person for each job?, and could you list by the y axis in desc please?",network_2_person,"{'data': {'url': 'person.csv'}, 'encoding': {'x': {'field': 'job', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'age'}}, 'transform': [], 'mark': 'bar'}",VIS_6244,network_2_person,VIS_6244
VIS_7047,"For all storms with at least 1 death, show me the dates active and the total number of deaths with a bar chart, and order in ascending by the Y.",storm_record_storm,"{'data': {'url': 'storm.csv'}, 'encoding': {'x': {'field': 'dates_active', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'number_deaths', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.number_deaths >= 1.0'}], 'mark': 'bar'}",VIS_7047,storm_record_storm,VIS_7047
VIS_5132,"Stacked bar chart of school_id for with each ACC_Home in each acc road, rank by the Y-axis in asc.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'school_id', 'type': 'quantitative'}, 'color': {'field': 'acc_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_5132,university_basketball_basketball_match,VIS_5132
VIS_5658,"Give me a bar chart for employee_id of each last name, and sort by the total number in descending.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'last_name', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'employee_id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_5658,hr_1_employees,VIS_5658
VIS_200,"Plot how many date to by grouped by date to as a bar graph, I want to sort y axis in desc order please.",tracking_grants_for_research_project_staff,"{'data': {'url': 'project_staff.csv'}, 'encoding': {'x': {'field': 'date_to', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_to'}}, 'transform': [], 'mark': 'bar'}",VIS_200,tracking_grants_for_research_project_staff,VIS_200
VIS_2423,"For the problem whose id is 10, bin the log_entry_date into the weekday interval and count the date, and return a bar chart, display by the Y from high to low.",tracking_software_problems_problem_log,"{'data': {'url': 'problem_log.csv'}, 'encoding': {'x': {'field': 'log_entry_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'log_entry_date'}}, 'transform': [{'filter': 'datum.problem_id == 10.0'}], 'mark': 'bar'}",VIS_2423,tracking_software_problems_problem_log,VIS_2423
VIS_1736,Find the id and weight of all pets whose age is older than 1. Visualize by bar chart.,pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'petid', 'type': 'ordinal'}, 'y': {'field': 'weight', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.pet_age > 1.0'}], 'mark': 'bar'}",VIS_1736,pets_1_pets,VIS_1736
VIS_3620,"Draw a bar chart about the distribution of Is_full_time and the sum of Shop_ID , and group by attribute Is_full_time, display from low to high by the names please.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'is_full_time', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'shop_id'}}, 'transform': [], 'mark': 'bar'}",VIS_3620,employee_hire_evaluation_hiring,VIS_3620
VIS_1865,"Give me the comparison about the average of Team_ID over the ACC_Road , and group by attribute ACC_Road, and order names in asc order.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'team_id'}}, 'transform': [], 'mark': 'bar'}",VIS_1865,university_basketball_basketball_match,VIS_1865
VIS_338,"Draw a line chart about the change of the average of Shop_ID over Start_from , and group by attribute Is_full_time and bin start_from by time, display by the Start_from from low to high.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'shop_id'}, 'color': {'field': 'is_full_time', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_338,employee_hire_evaluation_hiring,VIS_338
VIS_1587,Please give me a bar chart to show the average age for each type of pet.,pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'pettype', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'pet_age'}}, 'transform': [], 'mark': 'bar'}",VIS_1587,pets_1_pets,VIS_1587
VIS_431,A pie chart for what are the number of the venues of all the matches? Sort them in the descending order of match date.,city_record_match,"{'data': {'url': 'match.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'venue', 'type': 'quantitative'}, 'color': {'field': 'venue', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_431,city_record_match,VIS_431
VIS_499,"Please draw a bar chart to show the total number of different color, could you rank Y-axis from low to high order?",mountain_photos_photos,"{'data': {'url': 'photos.csv'}, 'encoding': {'x': {'field': 'color', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'color'}}, 'transform': [], 'mark': 'bar'}",VIS_499,mountain_photos_photos,VIS_499
VIS_2440,"Show the average salary by each hire date of employees, and please bin the hire date into the Month interval for showing a bar chart, list from high to low by the mean salary.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [], 'mark': 'bar'}",VIS_2440,hr_1_employees,VIS_2440
VIS_6416,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, visualize a bar chart about the distribution of job_id and the sum of manager_id , and group by attribute job_id, order by the names from high to low.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_6416,hr_1_employees,VIS_6416
VIS_1097,"Return a bar chart about the distribution of ACC_Road and School_ID , and group by attribute All_Home, and rank by the x axis in desc please.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'nominal', 'sort': 'descending'}, 'y': {'field': 'school_id', 'type': 'quantitative'}, 'color': {'field': 'all_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_1097,university_basketball_basketball_match,VIS_1097
VIS_5069,"Draw a bar chart of type versus the total number, and I want to rank in ascending by the x-axis.",protein_institute_institution,"{'data': {'url': 'institution.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_5069,protein_institute_institution,VIS_5069
VIS_6951,Show names and seatings for all tracks opened after 2000 by a pie chart.,race_track_track,"{'data': {'url': 'track.csv'}, 'encoding': {'theta': {'field': 'seating', 'type': 'quantitative'}, 'color': {'field': 'name', 'type': 'nominal'}}, 'transform': [{'filter': 'datum.year_opened > 2000.0'}], 'mark': 'arc'}",VIS_6951,race_track_track,VIS_6951
VIS_335,"when is the hire date for those employees whose first name does not containing the letter M, and count them by a bar chart, rank from high to low by the total number.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'hire_date'}}, 'transform': [{'filter': {'not': ""test(regexp('.*M.*$'), datum.first_name)""}}], 'mark': 'bar'}",VIS_335,hr_1_employees,VIS_335
VIS_976,"For all employees who have the letters D or S in their first name, draw a bar chart about the distribution of  hire_date and the sum of salary bin hire_date by time.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*'), datum.first_name)"", ""test(regexp('.*S.*'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_976,hr_1_employees,VIS_976
VIS_2486,"Bar chart x axis document name y axis the number of document name, and sort from low to high by the Document_Name.",cre_docs_and_epenses_documents,"{'data': {'url': 'documents.csv'}, 'encoding': {'x': {'field': 'document_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'document_name'}}, 'transform': [], 'mark': 'bar'}",VIS_2486,cre_docs_and_epenses_documents,VIS_2486
VIS_625,Find the altitude (or elevation) of the airports in the city of New York with a pie chart.,flight_4_airports,"{'data': {'url': 'airports.csv'}, 'encoding': {'theta': {'field': 'elevation', 'type': 'quantitative'}, 'color': {'field': 'name', 'type': 'nominal'}}, 'transform': [{'filter': ""datum.city == 'New York'""}], 'mark': 'arc'}",VIS_625,flight_4_airports,VIS_625
VIS_4267,"Show me about the distribution of Nationality and the average of meter_100 , and group by attribute Nationality in a bar chart, sort from high to low by the X.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'meter_100'}}, 'transform': [], 'mark': 'bar'}",VIS_4267,swimming_swimmer,VIS_4267
VIS_3124,"A bar chart for what are the number of the descriptions for the aircrafts?, and show by the Description in descending.",aircraft_aircraft,"{'data': {'url': 'aircraft.csv'}, 'encoding': {'x': {'field': 'description', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'description'}}, 'transform': [], 'mark': 'bar'}",VIS_3124,aircraft_aircraft,VIS_3124
VIS_4824,Draw a pie chart about the proportion of  ACC_Road and the sum of School_ID.,university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'theta': {'aggregate': 'sum', 'field': 'school_id', 'type': 'quantitative'}, 'color': {'field': 'acc_road', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_4824,university_basketball_basketball_match,VIS_4824
